K,u-g,g-r,u-z,u-K,Mv,CL,Typ,Teff,logg,Pop,Age,Mass,Mbol,Radius,[M/H],[a/Fe],longitude,latitude,RAJ2000,DECJ2000,Dist,x_Gal,y_Gal,z_Gal,Av,errMv,errMass,errAge,errTeff,errLogg,errMet,errAlphaFe,errBand_K,errBand_u,errBand_g,errBand_r,errBand_z
17.639,2.852,1.394,5.554,7.62,10.58,5,7.15,3709.0,4.77,8,10.0092,0.27,9.203,0.318,-0.312,0.203,208.910431,-19.315578,83.83699,-5.274311,1.3968,-9.1539,-0.6373,-0.447,0.241,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-2.0E-4,0.044,-0.0097,-0.0035,-6.0E-4
16.917,2.763,1.381,5.49,7.565,9.87,5,7.1,3628.0,4.65,5,3.9905,0.612,8.785,0.38,-0.171,0.039,208.97728,-19.491423,83.708206,-5.410117,1.4112,-9.1638,-0.6445,-0.4559,0.254,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0275,0.0155,0.0023,-0.0186,-0.0058
14.552,2.639,1.03,4.299,6.165,6.88,5,6.4,4528.0,4.73,7,8.6085,0.978,6.435,0.747,-0.002,0.013,209.036194,-19.472336,83.750526,-5.451025,1.4194,-9.17,-0.6495,-0.4582,0.254,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-5.0E-4,0.0265,-0.0068,-0.001,-0.0351
16.999,2.899,1.316,5.691,7.842,10.08,5,7.15,3596.0,4.97,7,8.5419,0.391,9.061,0.349,0.108,0.058,209.083969,-19.451357,83.78978,-5.481719,1.4292,-9.1777,-0.6551,-0.4609,0.268,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.006,0.0171,-0.039,0.0133,0.0131
15.483,2.628,1.26,4.783,6.801,8.44,5,6.9,4098.0,4.64,4,2.5222,0.774,7.363,0.602,-0.076,0.056,208.933151,-19.468199,83.710091,-5.362514,1.4314,-9.1811,-0.6529,-0.4621,0.233,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0115,0.0169,-0.0069,-0.0045,-0.0043
15.176,2.662,1.241,4.797,6.822,8.11,5,6.7,4114.0,4.7,6,5.9888,0.658,7.22,0.625,0.051,0.022,209.037537,-19.408194,83.808578,-5.423151,1.4201,-9.171,-0.6501,-0.4569,0.244,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0039,0.0128,0.0025,0.0015,-0.027
13.958,1.317,0.436,1.969,3.154,4.66,5,4.9,6039.0,4.39,8,10.0678,1.041,4.502,1.023,0.085,0.067,209.080002,-19.348806,83.879967,-5.432035,1.4366,-9.1846,-0.6588,-0.461,0.252,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0111,0.0352,0.0259,0.0159,-0.0053
12.541,1.331,0.458,1.971,3.214,3.37,4,4.8,5855.0,4.09,8,9.9919,1.115,3.5,1.724,-0.278,0.184,208.992294,-19.346169,83.844749,-5.35703,1.4365,-9.1855,-0.657,-0.4609,0.236,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0143,-0.0164,-0.0395,-0.0496,-0.0016
17.502,2.975,1.387,5.915,8.076,10.71,5,7.2,3507.0,4.83,4,2.6544,0.402,9.418,0.311,0.014,0.046,208.968369,-19.43339,83.756371,-5.376374,1.4428,-9.1904,-0.659,-0.465,0.243,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0054,0.013,-0.0215,-0.0286,-4.0E-4
14.689,2.558,1.058,4.279,6.183,7.07,5,6.5,4371.0,4.6,5,3.9535,0.605,6.58,0.724,-0.273,-0.018,208.973907,-19.329473,83.85183,-5.334003,1.4433,-9.1915,-0.6597,-0.4627,0.274,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0117,0.0026,-0.0252,-0.0085,-0.0242
14.702,2.637,1.084,4.382,6.289,7.04,5,6.5,4560.0,4.56,4,2.4755,0.793,6.511,0.734,0.09,-0.01,209.100479,-19.302259,83.930458,-5.428229,1.4503,-9.196,-0.6657,-0.4644,0.278,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0035,0.0382,0.0307,0.0144,-0.0214
17.314,2.793,1.4,5.441,7.493,10.11,5,7.1,3716.0,4.96,8,10.1605,0.368,8.902,0.353,-0.328,0.193,209.071793,-19.417238,83.815163,-5.45606,1.4424,-9.189,-0.661,-0.4645,0.241,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.011,-0.0276,0.0018,0.0028,-0.0222
17.986,2.936,1.463,6.0,8.121,11.16,5,7.25,3444.0,4.92,5,4.1626,0.341,9.739,0.283,-0.096,-0.01,208.91275,-19.493315,83.678864,-5.356725,1.47,-9.213,-0.67,-0.4755,0.251,0.0,0.1,0.1,50.0,0.1,0.1,0.02,8.0E-4,0.007,0.0015,-0.009,0.0381
15.045,2.587,1.249,4.641,6.656,7.83,5,6.7,4224.0,4.59,5,4.0751,0.616,7.149,0.636,-0.312,0.015,209.009354,-19.375666,83.82563,-5.38473,1.4606,-9.205,-0.6682,-0.4696,0.234,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0083,0.0162,0.0135,-0.0157,-0.0074
17.798,2.817,1.433,5.549,7.648,10.66,5,7.15,3662.0,4.99,8,9.9085,0.504,9.203,0.318,-0.174,0.223,209.085617,-19.420416,83.818222,-5.469127,1.4608,-9.204,-0.6697,-0.4707,0.256,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0245,0.0289,0.0187,-0.0061,0.0063
15.13,2.163,0.95,3.611,5.434,7.17,5,6.4,4669.0,4.68,8,9.9812,0.865,6.728,0.618,-0.527,0.234,209.096268,-19.319,83.913658,-5.432255,1.4616,-9.2052,-0.6707,-0.4685,0.227,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0026,-0.012,0.0211,-0.0225,0.0187
16.874,2.633,1.396,5.352,7.472,9.68,5,7.1,3844.0,4.82,4,2.5905,0.429,8.651,0.396,0.255,0.017,209.084259,-19.392635,83.842514,-5.455433,1.4969,-9.2339,-0.6863,-0.482,0.281,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.003,-0.0376,0.035,0.0036,0.0076
16.598,2.742,1.343,5.292,7.4,9.32,5,7.05,3847.0,4.84,5,4.0225,0.481,8.378,0.434,0.08,-0.054,209.017563,-19.457027,83.756264,-5.428434,1.4836,-9.2233,-0.6786,-0.4792,0.266,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0262,0.0088,-0.0195,-0.0065,-0.0018
15.468,2.5,1.165,4.409,6.322,7.99,5,6.7,4259.0,4.89,8,9.9723,0.571,7.302,0.557,-0.488,0.208,209.075348,-19.400911,83.831314,-5.451669,1.4856,-9.2247,-0.681,-0.4785,0.236,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.012,0.0269,-0.0031,-0.0233,-0.0506
13.495,1.189,0.383,1.753,2.933,4.06,4,4.6,5987.0,4.2,8,10.0714,0.936,3.912,1.312,-0.363,0.191,208.974152,-19.491764,83.706566,-5.40764,1.4895,-9.2284,-0.6802,-0.482,0.258,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0138,-0.0289,-0.0093,-0.0063,0.0046
17.458,2.74,1.333,5.105,7.187,9.96,5,7.05,3933.0,4.98,11,11.7084,0.42,8.713,0.358,-0.602,0.271,209.031998,-19.472939,83.748199,-5.447772,1.4805,-9.2204,-0.6774,-0.4785,0.272,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0064,-0.018,-0.0199,0.0291,0.04
16.078,2.591,1.239,4.735,6.738,8.9,5,6.85,4032.0,4.88,11,12.0697,0.435,7.952,0.457,-0.389,0.255,209.016876,-19.402655,83.804703,-5.403271,1.4855,-9.2253,-0.6796,-0.4785,0.266,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0152,0.0235,-0.0143,0.0198,-0.0212
15.25,2.15,0.781,3.432,5.137,7.03,5,6.3,4893.0,4.75,11,11.9002,0.456,6.626,0.601,-0.702,0.277,208.918671,-19.432058,83.736237,-5.33398,1.4865,-9.227,-0.6779,-0.4795,0.236,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0038,0.0136,-0.034,0.0032,-0.0165
17.993,3.082,1.426,6.228,8.425,11.29,5,7.25,3312.0,4.77,5,3.7656,0.209,9.783,0.279,0.017,-0.015,208.962265,-19.320072,83.855247,-5.319954,1.5084,-9.2454,-0.6893,-0.484,0.245,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0131,0.0088,0.0125,-0.0104,0.0205
17.834,2.784,1.449,5.628,7.606,10.64,5,7.2,3555.0,4.83,6,5.9891,0.499,9.346,0.318,-0.746,0.038,209.029358,-19.348215,83.858795,-5.389152,1.5075,-9.2436,-0.6902,-0.4844,0.209,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0065,-0.014,-0.0141,0.0164,-0.0233
17.15,2.843,1.406,5.666,7.778,10.02,5,7.15,3691.0,4.77,7,8.4383,0.549,8.921,0.365,0.02,0.03,208.994156,-19.323696,83.865677,-5.348437,1.5118,-9.2478,-0.6915,-0.4852,0.306,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0034,0.0238,-0.0062,-0.0276,-0.0195
13.052,1.148,0.359,1.66,2.763,3.46,5,4.6,6256.0,4.3,4,2.6075,1.183,3.362,1.585,-0.099,0.042,209.064804,-19.472265,83.762848,-5.475049,1.5105,-9.2448,-0.6918,-0.4885,0.25,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0014,-0.0113,0.0088,-0.0177,-0.0218
15.161,2.581,0.951,4.1,5.925,7.15,5,6.4,4682.0,4.88,8,9.9048,0.605,6.728,0.618,0.147,0.03,208.989029,-19.422649,83.774841,-5.388885,1.5142,-9.2491,-0.6921,-0.4885,0.279,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0172,-0.031,-0.0086,0.0186,0.0067
14.074,1.268,0.452,1.921,3.163,4.75,5,4.95,5931.0,4.48,8,10.0458,0.819,4.696,0.958,-0.277,0.213,209.020996,-19.41979,83.791092,-5.414478,1.5081,-9.2438,-0.69,-0.4864,0.264,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.007,-0.0054,-0.0046,-0.0194,1.0E-4
13.957,1.073,0.402,1.682,2.905,4.55,5,4.8,6049.0,4.39,11,11.8961,0.832,4.502,1.0,-0.873,0.268,209.043961,-19.34005,83.872398,-5.397748,1.5109,-9.2463,-0.6921,-0.4854,0.282,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0241,-0.0026,-0.0069,-0.0327,-0.0188
14.86,2.716,1.186,4.633,6.664,7.39,5,6.5,4259.0,4.41,6,5.9222,0.714,6.94,0.668,-0.01,0.027,209.013977,-19.398777,83.806915,-5.399081,1.5375,-9.2682,-0.7034,-0.4957,0.293,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0313,0.0153,-0.028,-0.0142,0.0239
14.218,1.161,0.417,1.841,3.08,4.84,5,4.95,5910.0,4.27,8,10.0461,0.895,4.696,0.958,-0.748,0.255,208.957062,-19.32023,83.852867,-5.315647,1.54,-9.2716,-0.7036,-0.4945,0.266,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.009,0.0435,0.029,0.028,0.0
17.462,2.933,1.453,5.48,7.568,10.03,5,7.1,3769.0,4.97,8,9.9224,0.342,8.902,0.353,-0.622,0.352,208.993988,-19.450102,83.75238,-5.405474,1.5533,-9.2811,-0.7099,-0.5022,0.24,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0155,-0.0354,-0.0156,-0.0143,0.0134
17.161,2.781,1.364,5.481,7.537,9.88,5,7.15,3671.0,4.79,5,4.074,0.522,8.853,0.372,-0.157,-0.0,209.095108,-19.43487,83.809341,-5.483645,1.5666,-9.2909,-0.7184,-0.5063,0.222,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0295,-0.0017,-0.0104,-0.0052,1.0E-4
15.294,2.613,1.157,4.552,6.567,7.83,5,6.7,4227.0,4.65,7,8.5058,0.763,7.01,0.657,-0.093,0.041,209.005554,-19.454807,83.75312,-5.417333,1.5617,-9.2879,-0.714,-0.5052,0.247,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0158,-0.0075,-0.0121,0.0261,0.013
14.845,1.681,0.641,2.691,4.175,6.03,5,5.9,5312.0,4.61,8,9.7412,0.661,5.952,0.702,-0.694,0.263,208.921249,-19.340561,83.81929,-5.294725,1.5755,-9.3012,-0.7189,-0.5068,0.238,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0197,0.0254,-0.0239,-0.0219,-0.0104
15.107,1.582,0.541,2.497,3.958,6.23,5,5.75,5352.0,4.49,11,11.9814,0.662,5.982,0.667,-0.539,0.305,209.10144,-19.425194,83.820709,-5.484594,1.5616,-9.2868,-0.7163,-0.5044,0.244,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0048,-0.0236,-0.0654,0.0043,-0.0093
16.849,2.741,1.398,5.455,7.529,9.52,5,7.1,3679.0,4.85,4,2.5954,0.429,8.785,0.38,-0.126,0.016,209.10556,-19.387329,83.856392,-5.470955,1.5973,-9.3164,-0.7329,-0.5152,0.255,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0242,-0.0216,-0.002,-0.0329,-0.0031
14.678,2.358,0.991,3.88,5.774,6.67,5,6.4,4573.0,4.49,6,5.9181,0.984,6.357,0.759,-0.269,0.038,208.992966,-19.35091,83.84079,-5.35975,1.5963,-9.3174,-0.73,-0.5139,0.213,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0064,-0.0281,0.019,0.0019,0.0343
16.731,2.597,1.295,4.964,7.028,9.08,5,7.0,4001.0,4.86,8,10.1577,0.504,8.158,0.448,-0.133,0.146,208.94931,-19.420435,83.759811,-5.354486,1.5995,-9.32,-0.7301,-0.5168,0.26,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0155,-0.0517,-0.0029,0.0118,-0.0055
17.352,2.798,1.376,5.609,7.752,10.17,5,7.15,3498.0,4.88,5,4.1897,0.533,8.991,0.357,0.126,0.021,209.055023,-19.4128,83.811943,-5.439942,1.6073,-9.3251,-0.7362,-0.5192,0.238,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0096,0.0131,0.023,0.0035,0.006
17.558,2.906,1.36,5.457,7.504,10.03,5,7.1,3839.0,5.08,8,10.1895,0.218,8.753,0.371,-0.568,0.217,208.998169,-19.477285,83.729813,-5.421284,1.6165,-9.3329,-0.7388,-0.524,0.261,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0089,0.0251,-0.0355,0.0082,-0.0089
14.948,1.674,0.635,2.612,4.036,5.9,5,5.55,5513.0,4.56,8,9.8916,0.79,5.613,0.748,-0.149,0.194,209.050278,-19.356672,83.860214,-5.410576,1.6137,-9.3309,-0.7393,-0.5199,0.227,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.021,0.0231,0.0423,-0.0062,-0.0024
16.315,2.481,1.342,4.695,6.698,8.99,5,6.9,3935.0,4.89,11,12.049,0.323,8.101,0.437,-0.483,0.286,208.904282,-19.483578,83.683945,-5.345197,1.6104,-9.329,-0.7338,-0.5221,0.262,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0065,-0.017,0.0405,-0.0046,0.0013
17.603,2.956,1.416,5.476,7.523,9.98,5,7.1,3733.0,4.89,8,9.9247,0.307,8.753,0.371,-0.872,0.291,209.056351,-19.378338,83.843384,-5.425488,1.6389,-9.3515,-0.7509,-0.5288,0.245,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0013,8.0E-4,-0.009,0.0226,-0.0064
17.391,2.757,1.432,5.469,7.497,9.96,5,7.15,3631.0,4.77,7,8.5228,0.415,8.991,0.357,-0.417,-0.005,208.997879,-19.419296,83.781639,-5.394814,1.6605,-9.3697,-0.7592,-0.5371,0.19,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0068,-0.0143,0.0076,-0.0182,0.0089
16.751,2.663,1.378,5.159,7.217,9.05,5,7.05,3858.0,4.76,7,8.3782,0.452,8.083,0.48,-0.396,0.03,209.089218,-19.354658,83.878685,-5.44244,1.6749,-9.381,-0.7683,-0.5401,0.269,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0328,-0.0318,0.034,0.0225,-0.0181
16.234,2.65,1.279,4.871,6.877,8.36,5,7.0,4031.0,4.67,6,6.0275,0.619,7.591,0.565,-0.201,0.064,208.905014,-19.421814,83.739571,-5.317855,1.6669,-9.3762,-0.7599,-0.5393,0.221,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0203,0.04,-0.0236,-0.0198,0.0103
15.437,1.79,0.72,3.004,4.563,6.72,5,6.2,4950.0,4.89,8,9.9848,0.792,6.272,0.664,-0.64,0.273,208.963791,-19.309269,83.86557,-5.316352,1.6676,-9.3769,-0.7621,-0.5364,0.256,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0267,0.0142,-0.012,-3.0E-4,-0.045
16.509,2.495,1.283,4.646,6.637,9.07,5,6.9,4028.0,4.83,11,11.9421,0.495,8.101,0.437,-0.939,0.316,209.060272,-19.478872,83.754974,-5.474233,1.6709,-9.377,-0.7652,-0.5422,0.26,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0151,0.004,-1.0E-4,0.0069,-0.0041
12.785,1.249,0.43,1.891,3.097,3.12,4,4.8,6007.0,3.93,4,2.4613,1.45,2.824,2.227,0.004,0.001,209.057373,-19.387671,83.835464,-5.430559,1.6893,-9.3929,-0.7739,-0.5458,0.262,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0175,-9.0E-4,0.0402,0.0238,0.0143
17.034,2.565,1.278,4.761,6.781,9.12,5,6.95,3964.0,4.8,8,10.013,0.597,8.012,0.468,-0.533,0.275,208.902603,-19.442131,83.720337,-5.325032,1.6881,-9.3936,-0.7694,-0.5469,0.218,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0039,-0.0276,-0.0252,0.0016,0.0276
15.376,2.559,0.973,4.142,6.002,7.28,5,6.5,4522.0,4.73,8,9.9977,0.621,6.875,0.605,-0.118,0.157,209.060898,-19.384214,83.840057,-5.43196,1.6839,-9.3885,-0.7716,-0.5439,0.25,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0149,0.0013,-0.0287,0.0125,-0.0104
14.835,1.172,0.476,1.921,3.217,5.39,5,5.15,5758.0,4.49,11,12.0409,0.776,5.271,0.78,-0.542,0.328,208.948227,-19.461517,83.722549,-5.372169,1.698,-9.401,-0.7749,-0.5507,0.246,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0055,-0.0405,0.017,0.0059,-0.0068
15.094,2.391,0.991,3.985,5.864,6.91,5,6.4,4645.0,4.65,6,5.8841,0.728,6.357,0.759,-0.636,0.019,209.073822,-19.431482,83.803284,-5.464211,1.7119,-9.411,-0.7845,-0.5545,0.297,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0079,0.0181,0.01,0.0115,0.0051
14.97,1.662,0.592,2.62,3.994,5.75,5,5.55,5518.0,4.58,8,9.936,1.033,5.613,0.748,-0.285,0.204,208.952286,-19.333006,83.839401,-5.317419,1.7192,-9.4195,-0.7853,-0.5542,0.273,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0151,0.0051,0.0026,0.0056,-0.0335
15.088,2.399,0.98,4.0,5.896,6.97,5,6.4,4509.0,4.54,7,8.4224,0.693,6.435,0.747,-0.32,-0.017,208.987259,-19.349356,83.839729,-5.354242,1.7274,-9.4257,-0.7898,-0.5573,0.234,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0097,-0.0241,0.0098,0.0345,0.001
14.497,1.311,0.578,2.145,3.446,5.04,5,5.5,5777.0,4.62,3,1.4327,0.983,4.886,0.945,-0.397,0.044,208.977539,-19.327583,83.85508,-5.336205,1.7268,-9.4255,-0.7894,-0.5565,0.274,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0028,-0.0407,0.0451,-0.0228,-0.0141
17.337,2.757,1.346,5.186,7.277,9.6,5,7.05,3832.0,4.94,8,9.8803,0.458,8.454,0.409,-0.318,0.267,208.984116,-19.470654,83.729729,-5.406476,1.7212,-9.4195,-0.7863,-0.5587,0.263,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0149,-0.0031,-0.0205,6.0E-4,0.0238
15.877,2.326,1.133,4.163,6.193,8.08,5,6.7,4351.0,4.82,8,9.943,0.71,7.302,0.557,-0.588,0.275,209.031448,-19.409773,83.804565,-5.41875,1.7307,-9.4273,-0.7922,-0.5602,0.267,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0323,-0.0316,0.0032,0.0117,0.0323
16.239,2.605,1.268,4.756,6.789,8.8,5,6.9,4113.0,4.79,8,9.8827,0.502,7.867,0.489,-0.446,0.221,209.030273,-19.427488,83.7882,-5.425774,1.7506,-9.4435,-0.8012,-0.5673,0.221,0.0,0.1,0.1,50.0,0.1,0.1,0.02,7.0E-4,0.0163,-0.0169,5.0E-4,0.0212
15.911,2.713,1.128,4.619,6.583,8.07,5,6.7,4304.0,4.72,8,10.2036,0.624,7.302,0.557,0.016,0.064,209.055939,-19.44705,83.781639,-5.456195,1.7586,-9.4496,-0.8054,-0.5705,0.296,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0639,-0.0123,-0.0327,0.025,-8.0E-4
15.42,2.505,0.93,3.92,5.706,6.98,5,6.35,4782.0,4.57,8,10.0943,0.476,6.579,0.635,-0.112,0.089,208.943283,-19.443174,83.736839,-5.35971,1.7645,-9.456,-0.8052,-0.5723,0.247,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0232,0.0019,8.0E-4,-0.023,-0.0039
15.237,2.333,0.837,3.637,5.299,6.59,5,6.25,4835.0,4.68,8,9.9794,0.651,6.427,0.65,-0.255,0.209,209.10582,-19.365061,83.876472,-5.46111,1.7677,-9.4571,-0.8112,-0.5711,0.235,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0269,-0.0132,-0.0092,-0.0103,-0.0115
15.013,1.972,0.751,3.092,4.64,6.02,5,5.9,5270.0,4.73,8,10.0445,0.709,5.952,0.702,-0.272,0.197,209.08345,-19.424782,83.813362,-5.469284,1.7756,-9.4634,-0.814,-0.5755,0.255,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.045,-0.0089,0.0422,-0.0222,-0.0186
15.05,2.364,0.869,3.776,5.535,6.51,5,6.3,4799.0,4.56,7,8.5229,0.895,6.05,0.808,-0.303,-0.004,209.047607,-19.435862,83.788086,-5.44414,1.7995,-9.4835,-0.8239,-0.5838,0.276,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0106,-0.0289,-0.0022,0.0242,-0.0033
17.345,2.758,1.325,5.175,7.234,9.46,5,7.0,3830.0,4.86,8,9.9171,0.533,8.306,0.43,-0.38,0.228,209.025055,-19.444973,83.770279,-5.42929,1.788,-9.4742,-0.818,-0.5802,0.286,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0108,0.0207,-0.0248,0.0113,-0.0019
15.263,2.032,0.615,2.989,4.402,6.01,5,5.7,5432.0,4.35,8,10.0348,0.597,5.785,0.723,0.46,-0.188,209.039276,-19.3298,83.879562,-5.38917,1.8248,-9.5054,-0.8358,-0.589,0.236,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0455,-0.0099,-0.0299,0.0079,-0.001
14.969,1.366,0.55,2.158,3.511,5.43,5,5.25,5664.0,4.7,8,10.0638,0.827,5.258,0.811,-0.425,0.181,208.959747,-19.302025,83.870323,-5.309671,1.836,-9.5162,-0.839,-0.5919,0.278,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.006,-0.0255,7.0E-4,-0.0278,0.011
13.367,1.155,0.438,1.918,3.181,3.7,4,4.8,5882.0,3.88,8,10.1617,1.007,3.5,1.724,-0.623,0.278,209.034744,-19.404819,83.81041,-5.41928,1.8289,-9.5083,-0.8372,-0.5926,0.28,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0146,-0.0172,0.024,0.0246,-0.0401
17.796,2.873,1.396,5.436,7.544,10.02,5,7.1,3787.0,4.92,8,9.9294,0.298,8.753,0.371,-0.446,0.212,208.9198,-19.362986,83.798584,-5.30365,1.8492,-9.527,-0.8437,-0.5981,0.262,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0362,0.0172,-0.0088,-8.0E-4,0.006
15.354,2.049,0.777,3.291,4.924,6.47,5,6.2,4933.0,4.46,8,10.0016,0.639,6.272,0.664,-0.659,0.219,208.903183,-19.336374,83.8153,-5.277627,1.8442,-9.5234,-0.8411,-0.5956,0.278,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-8.0E-4,-0.008,0.0153,0.0032,-0.0137
14.225,1.165,0.372,1.746,2.951,4.35,5,4.85,5996.0,4.39,8,9.868,0.91,4.306,1.105,-0.596,0.208,208.967896,-19.420654,83.767548,-5.370209,1.8614,-9.5358,-0.8502,-0.6039,0.235,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0051,0.0446,0.02,0.0264,0.0133
14.864,1.851,0.646,2.799,4.283,5.53,5,5.8,5372.0,4.47,7,8.4659,0.788,5.202,0.946,-0.33,0.021,209.065201,-19.474382,83.761124,-5.476351,1.8962,-9.5626,-0.8685,-0.6172,0.26,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0294,0.0161,0.0059,-0.0028,0.044
13.028,1.287,0.4,1.854,3.011,3.1,4,4.8,5954.0,3.99,5,3.9907,1.491,3.023,2.031,-0.108,0.015,209.047043,-19.443102,83.781372,-5.446931,1.915,-9.5787,-0.8768,-0.6224,0.201,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.022,-0.0289,-0.0141,-0.0129,-0.0048
15.952,2.39,1.111,4.26,6.194,7.91,5,6.7,4291.0,4.69,8,9.9633,0.566,7.302,0.557,-0.582,0.207,208.931305,-19.307869,83.852898,-5.288383,1.9184,-9.5845,-0.8758,-0.6193,0.236,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.01,-0.0444,-0.0075,0.0211,-0.0238
14.634,1.195,0.444,1.852,3.181,4.87,5,5.05,5929.0,4.41,8,10.0138,0.883,4.886,0.902,-0.58,0.215,209.020721,-19.374529,83.831528,-5.393778,1.9108,-9.5763,-0.8745,-0.6189,0.261,0.0,0.1,0.1,50.0,0.1,0.1,0.02,-0.0159,0.0039,0.0093,0.0082,0.0421
17.315,2.68,1.3,4.955,6.963,9.14,5,7.0,3988.0,4.99,8,9.7267,0.725,8.158,0.448,-0.787,0.295,209.049332,-19.453768,83.772789,-5.453682,1.9208,-9.5833,-0.8794,-0.6247,0.248,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0196,0.0257,-0.0221,0.0289,0.0208
14.932,1.68,0.607,2.642,4.117,5.54,5,5.8,5325.0,4.56,7,8.5377,0.66,5.202,0.946,-0.601,0.056,209.001038,-19.337763,83.856033,-5.360595,1.9408,-9.6017,-0.8878,-0.6277,0.252,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.028,0.0064,0.028,0.0391,0.0347
17.628,2.704,1.421,5.151,7.134,9.46,5,7.0,3907.0,4.93,8,9.953,0.376,8.306,0.43,-0.767,0.28,209.033493,-19.328094,83.878601,-5.383524,1.954,-9.6121,-0.8949,-0.6317,0.259,0.0,0.1,0.1,50.0,0.1,0.1,0.02,0.0207,0.0169,0.0456,0.0244,-0.0193
